Created as New Dataset,PU (polyurethane) GF
cm-1,%T
891.00,92.91
890.00,93.04
889.00,93.18
888.00,93.34
887.00,93.51
886.00,93.67
885.00,93.83
884.00,93.98
883.00,94.10
882.00,94.21
881.00,94.30
880.00,94.37
879.00,94.42
878.00,94.47
877.00,94.53
876.00,94.60
875.00,94.67
874.00,94.75
873.00,94.84
872.00,94.94
871.00,95.02
870.00,95.10
869.00,95.17
868.00,95.23
867.00,95.27
866.00,95.29
865.00,95.30
864.00,95.30
863.00,95.30
862.00,95.28
861.00,95.26
860.00,95.24
859.00,95.20
858.00,95.15
857.00,95.09
856.00,95.03
855.00,94.96
854.00,94.88
853.00,94.81
852.00,94.75
851.00,94.72
850.00,94.73
849.00,94.78
848.00,94.85
847.00,94.91
846.00,94.95
845.00,94.97
844.00,94.98
843.00,94.99
842.00,95.00
841.00,95.00
840.00,95.00
839.00,94.98
838.00,94.95
837.00,94.92
836.00,94.90
835.00,94.88
834.00,94.86
833.00,94.84
832.00,94.84
831.00,94.84
830.00,94.84
829.00,94.85
828.00,94.86
827.00,94.87
826.00,94.86
825.00,94.85
824.00,94.84
823.00,94.82
822.00,94.79
821.00,94.77
820.00,94.76
819.00,94.75
818.00,94.73
817.00,94.73
816.00,94.75
815.00,94.77
814.00,94.81
813.00,94.86
812.00,94.93
811.00,95.00
810.00,95.07
809.00,95.15
808.00,95.22
807.00,95.27
806.00,95.28
805.00,95.29
804.00,95.28
803.00,95.26
802.00,95.23
801.00,95.21
800.00,95.18
799.00,95.14
798.00,95.07
797.00,95.00
796.00,94.92
795.00,94.79
794.00,94.60
793.00,94.32
792.00,93.92
791.00,93.37
790.00,92.64
789.00,91.74
788.00,90.66
787.00,89.44
786.00,88.09
785.00,86.70
784.00,85.36
783.00,84.18
782.00,83.27
781.00,82.67
780.00,82.41
779.00,82.45
778.00,82.77
777.00,83.31
776.00,84.04
775.00,84.88
774.00,85.77
773.00,86.68
772.00,87.55
771.00,88.37
770.00,89.12
769.00,89.81
768.00,90.42
767.00,90.93
766.00,91.35
765.00,91.68
764.00,91.93
763.00,92.10
762.00,92.20
761.00,92.23
760.00,92.21
759.00,92.14
758.00,92.03
757.00,91.89
756.00,91.75
755.00,91.62
754.00,91.51
753.00,91.42
752.00,91.34
751.00,91.28
750.00,91.23
749.00,91.20
748.00,91.19
747.00,91.21
746.00,91.23
745.00,91.26
744.00,91.29
743.00,91.31
742.00,91.31
741.00,91.28
740.00,91.22
739.00,91.15
738.00,91.06
737.00,90.93
736.00,90.76
735.00,90.50
734.00,90.20
733.00,89.91
732.00,89.71
731.00,89.64
730.00,89.69
729.00,89.83
728.00,89.98
727.00,90.11
726.00,90.20
725.00,90.22
724.00,90.16
723.00,89.98
722.00,89.67
721.00,89.27
720.00,88.93
719.00,88.81
718.00,88.98
717.00,89.36
716.00,89.77
715.00,90.08
714.00,90.23
713.00,90.27
712.00,90.24
711.00,90.17
710.00,90.08
709.00,89.96
708.00,89.81
707.00,89.61
706.00,89.35
705.00,89.06
704.00,88.73
703.00,88.37
702.00,88.02
701.00,87.73
700.00,87.55
699.00,87.46
698.00,87.46
697.00,87.54
696.00,87.68
695.00,87.85
694.00,88.03
693.00,88.20
692.00,88.33
691.00,88.40
690.00,88.42
689.00,88.41
688.00,88.36
687.00,88.27
686.00,88.14
685.00,87.99
684.00,87.81
683.00,87.63
682.00,87.44
681.00,87.27
680.00,87.10
679.00,86.94
678.00,86.77
677.00,86.61
676.00,86.45
675.00,86.28
674.00,86.11
673.00,85.97
672.00,85.85
671.00,85.76
670.00,85.66
669.00,85.50
668.00,85.30
667.00,85.15
666.00,85.07
665.00,85.02
664.00,84.96
663.00,84.88
662.00,84.77
661.00,84.67
660.00,84.55
659.00,84.42
658.00,84.30
657.00,84.20
656.00,84.11
655.00,84.05
654.00,83.98
653.00,83.93
652.00,83.88
651.00,83.84
650.00,83.80
