Created as New Dataset,PC (polycarbonate) GF
cm-1,%T
926.00,86.09
925.00,85.96
924.00,85.72
923.00,85.39
922.00,85.03
921.00,84.70
920.00,84.46
919.00,84.38
918.00,84.46
917.00,84.70
916.00,85.06
915.00,85.50
914.00,85.96
913.00,86.41
912.00,86.83
911.00,87.19
910.00,87.50
909.00,87.75
908.00,87.96
907.00,88.13
906.00,88.26
905.00,88.36
904.00,88.40
903.00,88.38
902.00,88.28
901.00,88.05
900.00,87.67
899.00,87.07
898.00,86.16
897.00,84.86
896.00,83.11
895.00,80.88
894.00,78.26
893.00,75.42
892.00,72.59
891.00,70.03
890.00,67.97
889.00,66.52
888.00,65.73
887.00,65.59
886.00,66.01
885.00,66.86
884.00,68.03
883.00,69.43
882.00,70.94
881.00,72.49
880.00,74.03
879.00,75.52
878.00,76.96
877.00,78.31
876.00,79.58
875.00,80.74
874.00,81.81
873.00,82.77
872.00,83.63
871.00,84.39
870.00,85.06
869.00,85.63
868.00,86.11
867.00,86.49
866.00,86.78
865.00,86.95
864.00,86.98
863.00,86.88
862.00,86.64
861.00,86.26
860.00,85.73
859.00,85.06
858.00,84.22
857.00,83.20
856.00,82.00
855.00,80.62
854.00,79.09
853.00,77.43
852.00,75.69
851.00,73.93
850.00,72.19
849.00,70.50
848.00,68.89
847.00,67.41
846.00,66.07
845.00,64.85
844.00,63.71
843.00,62.62
842.00,61.49
841.00,60.23
840.00,58.76
839.00,57.08
838.00,55.18
837.00,53.09
836.00,50.83
835.00,48.53
834.00,46.27
833.00,44.13
832.00,42.21
831.00,40.67
830.00,39.61
829.00,39.10
828.00,39.18
827.00,39.88
826.00,41.11
825.00,42.67
824.00,44.31
823.00,45.87
822.00,47.17
821.00,48.07
820.00,48.55
819.00,48.69
818.00,48.58
817.00,48.33
816.00,48.09
815.00,48.05
814.00,48.35
813.00,49.02
812.00,50.08
811.00,51.51
810.00,53.24
809.00,55.14
808.00,57.13
807.00,59.19
806.00,61.30
805.00,63.41
804.00,65.50
803.00,67.54
802.00,69.46
801.00,71.19
800.00,72.69
799.00,73.95
798.00,74.98
797.00,75.79
796.00,76.40
795.00,76.83
794.00,77.11
793.00,77.22
792.00,77.21
791.00,77.12
790.00,76.99
789.00,76.83
788.00,76.63
787.00,76.40
786.00,76.11
785.00,75.74
784.00,75.29
783.00,74.74
782.00,74.08
781.00,73.28
780.00,72.33
779.00,71.25
778.00,70.02
777.00,68.62
776.00,67.07
775.00,65.41
774.00,63.70
773.00,62.03
772.00,60.48
771.00,59.17
770.00,58.16
769.00,57.48
768.00,57.12
767.00,57.06
766.00,57.24
765.00,57.55
764.00,57.92
763.00,58.31
762.00,58.70
761.00,59.07
760.00,59.46
759.00,59.92
758.00,60.47
757.00,61.10
756.00,61.83
755.00,62.66
754.00,63.58
753.00,64.57
752.00,65.58
751.00,66.59
750.00,67.61
749.00,68.59
748.00,69.54
747.00,70.45
746.00,71.30
745.00,72.08
744.00,72.78
743.00,73.39
742.00,73.93
741.00,74.38
740.00,74.75
739.00,75.03
738.00,75.20
737.00,75.20
736.00,75.04
735.00,74.75
734.00,74.41
733.00,74.10
732.00,73.91
731.00,73.85
730.00,73.89
729.00,73.99
728.00,74.13
727.00,74.34
726.00,74.61
725.00,74.96
724.00,75.34
723.00,75.74
722.00,76.08
721.00,76.30
720.00,76.38
719.00,76.29
718.00,76.05
717.00,75.67
716.00,75.19
715.00,74.64
714.00,74.05
713.00,73.43
712.00,72.81
711.00,72.21
710.00,71.67
709.00,71.22
708.00,70.88
707.00,70.71
706.00,70.72
705.00,70.93
704.00,71.36
703.00,71.99
702.00,72.77
701.00,73.62
700.00,74.47
699.00,75.29
698.00,76.06
697.00,76.75
696.00,77.34
695.00,77.81
694.00,78.17
693.00,78.41
692.00,78.51
691.00,78.51
690.00,78.43
689.00,78.34
688.00,78.33
687.00,78.50
686.00,78.84
685.00,79.31
684.00,79.83
683.00,80.32
682.00,80.76
681.00,81.12
680.00,81.41
679.00,81.66
678.00,81.87
677.00,82.06
676.00,82.22
675.00,82.38
674.00,82.52
673.00,82.65
672.00,82.75
671.00,82.85
670.00,82.95
669.00,83.04
668.00,83.11
667.00,83.18
666.00,83.28
665.00,83.38
664.00,83.48
663.00,83.55
662.00,83.60
661.00,83.64
660.00,83.69
659.00,83.75
658.00,83.82
657.00,83.89
656.00,83.94
655.00,83.96
654.00,83.97
653.00,83.98
652.00,84.02
651.00,84.06
650.00,84.11
