Created as New Dataset,PVA 100K Sigma
cm-1,%T
886.00,96.57
885.00,96.60
884.00,96.64
883.00,96.69
882.00,96.74
881.00,96.79
880.00,96.82
879.00,96.86
878.00,96.90
877.00,96.96
876.00,97.01
875.00,97.05
874.00,97.09
873.00,97.12
872.00,97.17
871.00,97.22
870.00,97.27
869.00,97.31
868.00,97.34
867.00,97.38
866.00,97.42
865.00,97.44
864.00,97.46
863.00,97.48
862.00,97.49
861.00,97.51
860.00,97.53
859.00,97.55
858.00,97.57
857.00,97.58
856.00,97.59
855.00,97.60
854.00,97.61
853.00,97.61
852.00,97.62
851.00,97.62
850.00,97.63
849.00,97.63
848.00,97.63
847.00,97.63
846.00,97.63
845.00,97.63
844.00,97.64
843.00,97.64
842.00,97.64
841.00,97.64
840.00,97.63
839.00,97.64
838.00,97.66
837.00,97.67
836.00,97.67
835.00,97.67
834.00,97.66
833.00,97.65
832.00,97.64
831.00,97.62
830.00,97.61
829.00,97.59
828.00,97.58
827.00,97.57
826.00,97.56
825.00,97.54
824.00,97.52
823.00,97.49
822.00,97.46
821.00,97.43
820.00,97.40
819.00,97.37
818.00,97.34
817.00,97.29
816.00,97.24
815.00,97.20
814.00,97.15
813.00,97.11
812.00,97.05
811.00,96.99
810.00,96.92
809.00,96.85
808.00,96.77
807.00,96.68
806.00,96.59
805.00,96.47
804.00,96.35
803.00,96.22
802.00,96.10
801.00,95.97
800.00,95.84
799.00,95.72
798.00,95.62
797.00,95.54
796.00,95.48
795.00,95.46
794.00,95.48
793.00,95.55
792.00,95.67
791.00,95.84
790.00,96.05
789.00,96.28
788.00,96.52
787.00,96.75
786.00,96.96
785.00,97.15
784.00,97.30
783.00,97.44
782.00,97.56
781.00,97.66
780.00,97.75
779.00,97.83
778.00,97.90
777.00,97.95
776.00,97.97
775.00,97.99
774.00,98.01
773.00,98.04
772.00,98.07
771.00,98.09
770.00,98.11
769.00,98.12
768.00,98.13
767.00,98.13
766.00,98.14
765.00,98.15
764.00,98.16
763.00,98.16
762.00,98.18
761.00,98.19
760.00,98.21
759.00,98.23
758.00,98.26
757.00,98.27
756.00,98.27
755.00,98.27
754.00,98.27
753.00,98.28
752.00,98.30
751.00,98.31
750.00,98.32
749.00,98.32
748.00,98.32
747.00,98.32
746.00,98.33
745.00,98.34
744.00,98.34
743.00,98.34
742.00,98.36
741.00,98.38
740.00,98.39
739.00,98.39
738.00,98.38
737.00,98.36
736.00,98.35
735.00,98.34
734.00,98.34
733.00,98.34
732.00,98.34
731.00,98.33
730.00,98.32
729.00,98.30
728.00,98.30
727.00,98.30
726.00,98.31
725.00,98.32
724.00,98.32
723.00,98.32
722.00,98.33
721.00,98.32
720.00,98.31
719.00,98.29
718.00,98.28
717.00,98.27
716.00,98.27
715.00,98.27
714.00,98.27
713.00,98.27
712.00,98.26
711.00,98.25
710.00,98.24
709.00,98.22
708.00,98.21
707.00,98.20
706.00,98.21
705.00,98.21
704.00,98.20
703.00,98.19
702.00,98.18
701.00,98.17
700.00,98.15
699.00,98.13
698.00,98.12
697.00,98.10
696.00,98.07
695.00,98.06
694.00,98.06
693.00,98.07
692.00,98.07
691.00,98.06
690.00,98.03
689.00,98.00
688.00,97.98
687.00,97.96
686.00,97.93
685.00,97.91
684.00,97.89
683.00,97.88
682.00,97.87
681.00,97.86
680.00,97.83
679.00,97.80
678.00,97.76
677.00,97.71
676.00,97.66
675.00,97.59
674.00,97.54
673.00,97.48
672.00,97.43
671.00,97.38
670.00,97.31
669.00,97.17
668.00,96.97
667.00,96.84
666.00,96.79
665.00,96.74
664.00,96.65
663.00,96.54
662.00,96.44
661.00,96.36
660.00,96.28
659.00,96.21
658.00,96.17
657.00,96.14
656.00,96.09
655.00,96.03
654.00,95.96
653.00,95.90
652.00,95.84
651.00,95.80
650.00,95.77
