Created as New Dataset,PE powder 1.8kDa Alfa Aesar
cm-1,%T
2453.00,99.74
2452.00,99.74
2451.00,99.75
2450.00,99.75
2449.00,99.75
2448.00,99.75
2447.00,99.75
2446.00,99.75
2445.00,99.75
2444.00,99.75
2443.00,99.75
2442.00,99.75
2441.00,99.76
2440.00,99.76
2439.00,99.75
2438.00,99.76
2437.00,99.76
2436.00,99.76
2435.00,99.76
2434.00,99.76
2433.00,99.76
2432.00,99.76
2431.00,99.75
2430.00,99.75
2429.00,99.76
2428.00,99.76
2427.00,99.76
2426.00,99.76
2425.00,99.75
2424.00,99.75
2423.00,99.75
2422.00,99.74
2421.00,99.74
2420.00,99.74
2419.00,99.74
2418.00,99.74
2417.00,99.74
2416.00,99.74
2415.00,99.74
2414.00,99.74
2413.00,99.75
2412.00,99.75
2411.00,99.76
2410.00,99.76
2409.00,99.77
2408.00,99.77
2407.00,99.78
2406.00,99.80
2405.00,99.81
2404.00,99.81
2403.00,99.81
2402.00,99.81
2401.00,99.81
2400.00,99.82
2399.00,99.82
2398.00,99.82
2397.00,99.82
2396.00,99.81
2395.00,99.81
2394.00,99.82
2393.00,99.82
2392.00,99.82
2391.00,99.82
2390.00,99.82
2389.00,99.82
2388.00,99.82
2387.00,99.82
2386.00,99.82
2385.00,99.82
2384.00,99.82
2383.00,99.82
2382.00,99.82
2381.00,99.82
2380.00,99.83
2379.00,99.84
2378.00,99.85
2377.00,99.87
2376.00,99.87
2375.00,99.88
2374.00,99.88
2373.00,99.88
2372.00,99.88
2371.00,99.88
2370.00,99.89
2369.00,99.88
2368.00,99.88
2367.00,99.87
2366.00,99.85
2365.00,99.82
2364.00,99.81
2363.00,99.80
2362.00,99.79
2361.00,99.78
2360.00,99.77
2359.00,99.75
2358.00,99.68
2357.00,99.68
2356.00,99.66
2355.00,99.65
2354.00,99.64
2353.00,99.62
2352.00,99.61
2351.00,99.60
2350.00,99.59
2349.00,99.59
2348.00,99.59
2347.00,99.58
2346.00,99.57
2345.00,99.58
2344.00,99.65
2343.00,99.62
2342.00,99.62
2341.00,99.60
2340.00,99.59
2339.00,99.59
2338.00,99.58
2337.00,99.57
2336.00,99.56
2335.00,99.56
2334.00,99.55
2333.00,99.54
2332.00,99.53
2331.00,99.53
2330.00,99.53
2329.00,99.52
2328.00,99.50
2327.00,99.45
2326.00,99.38
2325.00,99.31
2324.00,99.26
2323.00,99.26
2322.00,99.28
2321.00,99.32
2320.00,99.35
2319.00,99.38
2318.00,99.41
2317.00,99.42
2316.00,99.43
2315.00,99.43
2314.00,99.44
2313.00,99.44
2312.00,99.45
2311.00,99.46
2310.00,99.47
2309.00,99.48
2308.00,99.48
2307.00,99.48
2306.00,99.49
2305.00,99.49
2304.00,99.50
2303.00,99.50
2302.00,99.51
2301.00,99.51
2300.00,99.51
2299.00,99.51
2298.00,99.51
2297.00,99.50
2296.00,99.49
2295.00,99.48
2294.00,99.47
2293.00,99.46
2292.00,99.45
2291.00,99.45
2290.00,99.44
2289.00,99.43
2288.00,99.41
2287.00,99.40
2286.00,99.40
2285.00,99.40
2284.00,99.41
2283.00,99.42
2282.00,99.43
2281.00,99.44
2280.00,99.45
2279.00,99.46
2278.00,99.47
2277.00,99.48
2276.00,99.48
2275.00,99.49
2274.00,99.50
2273.00,99.51
2272.00,99.52
2271.00,99.52
2270.00,99.53
2269.00,99.53
2268.00,99.54
2267.00,99.56
2266.00,99.58
2265.00,99.59
2264.00,99.59
2263.00,99.60
2262.00,99.60
2261.00,99.59
2260.00,99.59
2259.00,99.58
2258.00,99.58
2257.00,99.58
2256.00,99.58
2255.00,99.59
2254.00,99.61
2253.00,99.63
2252.00,99.64
2251.00,99.64
2250.00,99.64
2249.00,99.63
2248.00,99.62
2247.00,99.61
2246.00,99.60
2245.00,99.59
2244.00,99.58
2243.00,99.59
2242.00,99.59
2241.00,99.60
2240.00,99.61
2239.00,99.61
2238.00,99.61
2237.00,99.61
2236.00,99.60
2235.00,99.61
2234.00,99.62
2233.00,99.62
2232.00,99.63
2231.00,99.64
2230.00,99.64
2229.00,99.64
2228.00,99.63
2227.00,99.63
2226.00,99.62
2225.00,99.61
2224.00,99.61
2223.00,99.60
2222.00,99.60
2221.00,99.60
2220.00,99.60
2219.00,99.61
2218.00,99.61
2217.00,99.62
2216.00,99.62
2215.00,99.63
2214.00,99.65
2213.00,99.65
2212.00,99.65
2211.00,99.64
2210.00,99.64
2209.00,99.62
2208.00,99.62
2207.00,99.62
2206.00,99.62
2205.00,99.61
2204.00,99.59
2203.00,99.59
2202.00,99.60
2201.00,99.60
2200.00,99.60
2199.00,99.59
2198.00,99.58
2197.00,99.56
2196.00,99.55
2195.00,99.55
2194.00,99.55
2193.00,99.54
2192.00,99.54
2191.00,99.53
2190.00,99.52
2189.00,99.50
2188.00,99.48
2187.00,99.47
2186.00,99.46
2185.00,99.45
2184.00,99.47
2183.00,99.51
2182.00,99.56
2181.00,99.60
2180.00,99.60
2179.00,99.58
2178.00,99.55
2177.00,99.54
2176.00,99.56
2175.00,99.59
2174.00,99.61
2173.00,99.60
2172.00,99.57
2171.00,99.52
2170.00,99.46
2169.00,99.40
2168.00,99.35
2167.00,99.32
2166.00,99.29
2165.00,99.26
2164.00,99.23
2163.00,99.18
2162.00,99.16
2161.00,99.20
2160.00,99.36
2159.00,99.63
2158.00,99.90
2157.00,100.07
2156.00,100.12
2155.00,100.09
2154.00,100.04
2153.00,99.99
2152.00,99.94
2151.00,99.91
2150.00,99.89
2149.00,99.87
2148.00,99.87
2147.00,99.89
2146.00,99.92
2145.00,99.94
2144.00,99.94
2143.00,99.94
2142.00,99.93
2141.00,99.92
2140.00,99.91
2139.00,99.91
2138.00,99.91
2137.00,99.93
2136.00,99.96
2135.00,100.01
2134.00,100.06
2133.00,100.09
2132.00,100.08
2131.00,100.06
2130.00,100.03
2129.00,100.00
2128.00,99.98
2127.00,99.96
2126.00,99.94
2125.00,99.92
2124.00,99.90
2123.00,99.88
2122.00,99.87
2121.00,99.85
2120.00,99.82
2119.00,99.80
2118.00,99.78
2117.00,99.76
2116.00,99.74
2115.00,99.73
2114.00,99.71
2113.00,99.69
2112.00,99.67
2111.00,99.66
2110.00,99.67
2109.00,99.67
2108.00,99.68
2107.00,99.69
2106.00,99.70
2105.00,99.71
2104.00,99.71
2103.00,99.71
2102.00,99.71
2101.00,99.70
2100.00,99.69
2099.00,99.68
2098.00,99.67
2097.00,99.69
2096.00,99.72
2095.00,99.77
2094.00,99.81
2093.00,99.81
2092.00,99.80
2091.00,99.77
2090.00,99.75
2089.00,99.72
2088.00,99.70
2087.00,99.69
2086.00,99.68
2085.00,99.66
2084.00,99.65
2083.00,99.63
2082.00,99.62
2081.00,99.61
2080.00,99.60
2079.00,99.60
2078.00,99.60
2077.00,99.60
2076.00,99.60
2075.00,99.61
2074.00,99.61
2073.00,99.61
2072.00,99.61
2071.00,99.62
2070.00,99.62
2069.00,99.62
2068.00,99.61
2067.00,99.60
2066.00,99.60
2065.00,99.60
2064.00,99.61
2063.00,99.61
2062.00,99.62
2061.00,99.62
2060.00,99.61
2059.00,99.60
2058.00,99.58
2057.00,99.56
2056.00,99.55
2055.00,99.57
2054.00,99.57
2053.00,99.53
2052.00,99.45
2051.00,99.36
2050.00,99.32
2049.00,99.33
2048.00,99.37
2047.00,99.40
2046.00,99.41
2045.00,99.41
2044.00,99.41
2043.00,99.41
2042.00,99.41
2041.00,99.39
2040.00,99.37
2039.00,99.34
2038.00,99.33
2037.00,99.32
2036.00,99.33
2035.00,99.34
2034.00,99.36
2033.00,99.38
2032.00,99.40
2031.00,99.42
2030.00,99.44
2029.00,99.44
2028.00,99.44
2027.00,99.44
2026.00,99.44
2025.00,99.43
2024.00,99.42
2023.00,99.42
2022.00,99.41
2021.00,99.39
2020.00,99.39
2019.00,99.40
2018.00,99.42
2017.00,99.44
2016.00,99.44
2015.00,99.45
2014.00,99.46
2013.00,99.47
2012.00,99.48
2011.00,99.51
2010.00,99.53
2009.00,99.55
2008.00,99.59
2007.00,99.64
2006.00,99.69
2005.00,99.72
2004.00,99.73
2003.00,99.72
2002.00,99.70
2001.00,99.67
2000.00,99.64
1999.00,99.62
1998.00,99.60
1997.00,99.59
1996.00,99.59
1995.00,99.60
1994.00,99.60
1993.00,99.60
1992.00,99.58
1991.00,99.57
1990.00,99.56
1989.00,99.54
1988.00,99.52
1987.00,99.50
1986.00,99.49
1985.00,99.46
1984.00,99.44
1983.00,99.41
1982.00,99.36
1981.00,99.30
1980.00,99.26
1979.00,99.29
1978.00,99.37
1977.00,99.47
1976.00,99.56
1975.00,99.63
1974.00,99.67
1973.00,99.69
1972.00,99.70
1971.00,99.72
1970.00,99.72
1969.00,99.72
1968.00,99.71
1967.00,99.70
1966.00,99.70
1965.00,99.71
1964.00,99.71
1963.00,99.73
1962.00,99.75
1961.00,99.78
1960.00,99.80
1959.00,99.82
1958.00,99.83
1957.00,99.82
1956.00,99.80
1955.00,99.79
1954.00,99.78
1953.00,99.77
1952.00,99.77
1951.00,99.78
1950.00,99.79
1949.00,99.79
1948.00,99.79
1947.00,99.80
1946.00,99.80
1945.00,99.79
1944.00,99.77
1943.00,99.76
1942.00,99.76
1941.00,99.76
1940.00,99.76
1939.00,99.77
1938.00,99.77
1937.00,99.77
1936.00,99.77
1935.00,99.78
1934.00,99.78
1933.00,99.79
1932.00,99.80
1931.00,99.80
1930.00,99.80
1929.00,99.80
1928.00,99.80
1927.00,99.80
1926.00,99.80
1925.00,99.79
1924.00,99.78
1923.00,99.78
1922.00,99.77
1921.00,99.76
1920.00,99.75
1919.00,99.75
1918.00,99.75
1917.00,99.75
1916.00,99.74
1915.00,99.74
1914.00,99.74
1913.00,99.74
1912.00,99.73
1911.00,99.73
1910.00,99.73
1909.00,99.72
1908.00,99.72
1907.00,99.72
1906.00,99.72
1905.00,99.71
1904.00,99.71
1903.00,99.70
1902.00,99.70
1901.00,99.68
1900.00,99.66
1899.00,99.65
1898.00,99.65
1897.00,99.64
1896.00,99.65
1895.00,99.66
1894.00,99.67
1893.00,99.69
1892.00,99.70
1891.00,99.72
1890.00,99.73
1889.00,99.74
1888.00,99.75
1887.00,99.75
1886.00,99.76
1885.00,99.77
1884.00,99.78
1883.00,99.79
1882.00,99.80
1881.00,99.80
1880.00,99.80
1879.00,99.80
1878.00,99.81
1877.00,99.81
1876.00,99.81
1875.00,99.81
1874.00,99.82
1873.00,99.83
1872.00,99.84
1871.00,99.85
1870.00,99.85
1869.00,99.84
1868.00,99.84
1867.00,99.83
1866.00,99.83
1865.00,99.83
1864.00,99.83
1863.00,99.84
1862.00,99.84
1861.00,99.84
1860.00,99.84
1859.00,99.84
1858.00,99.84
1857.00,99.84
1856.00,99.84
1855.00,99.84
1854.00,99.84
1853.00,99.85
1852.00,99.84
1851.00,99.85
1850.00,99.85
1849.00,99.84
1848.00,99.84
1847.00,99.84
1846.00,99.84
1845.00,99.84
1844.00,99.85
1843.00,99.85
1842.00,99.85
1841.00,99.84
1840.00,99.84
1839.00,99.84
1838.00,99.84
1837.00,99.84
1836.00,99.84
1835.00,99.84
1834.00,99.85
1833.00,99.84
1832.00,99.84
1831.00,99.84
1830.00,99.84
1829.00,99.83
1828.00,99.83
1827.00,99.82
1826.00,99.82
1825.00,99.81
1824.00,99.80
1823.00,99.80
1822.00,99.80
1821.00,99.79
1820.00,99.80
1819.00,99.81
1818.00,99.83
1817.00,99.85
1816.00,99.85
1815.00,99.85
1814.00,99.84
1813.00,99.83
1812.00,99.81
1811.00,99.81
1810.00,99.80
1809.00,99.80
1808.00,99.80
1807.00,99.80
1806.00,99.80
1805.00,99.79
1804.00,99.79
1803.00,99.79
1802.00,99.79
1801.00,99.79
1800.00,99.78
1799.00,99.78
1798.00,99.78
1797.00,99.78
1796.00,99.78
1795.00,99.78
1794.00,99.78
1793.00,99.78
1792.00,99.78
1791.00,99.79
1790.00,99.79
1789.00,99.79
1788.00,99.79
1787.00,99.79
1786.00,99.79
1785.00,99.79
1784.00,99.79
1783.00,99.79
1782.00,99.79
1781.00,99.79
1780.00,99.79
1779.00,99.79
1778.00,99.79
1777.00,99.80
1776.00,99.80
1775.00,99.80
1774.00,99.80
1773.00,99.79
1772.00,99.79
1771.00,99.78
1770.00,99.78
1769.00,99.77
1768.00,99.77
1767.00,99.78
1766.00,99.78
1765.00,99.79
1764.00,99.79
1763.00,99.79
1762.00,99.78
1761.00,99.78
1760.00,99.77
1759.00,99.77
1758.00,99.77
1757.00,99.77
1756.00,99.76
1755.00,99.76
1754.00,99.76
1753.00,99.76
1752.00,99.76
1751.00,99.76
1750.00,99.76
1749.00,99.75
1748.00,99.74
1747.00,99.74
1746.00,99.74
1745.00,99.74
1744.00,99.73
1743.00,99.73
1742.00,99.73
1741.00,99.73
1740.00,99.72
1739.00,99.72
1738.00,99.72
1737.00,99.72
1736.00,99.71
1735.00,99.71
1734.00,99.71
1733.00,99.70
1732.00,99.69
1731.00,99.69
1730.00,99.68
1729.00,99.66
1728.00,99.63
1727.00,99.60
1726.00,99.56
1725.00,99.53
1724.00,99.50
1723.00,99.50
1722.00,99.51
1721.00,99.52
1720.00,99.53
1719.00,99.54
1718.00,99.55
1717.00,99.55
1716.00,99.55
1715.00,99.56
1714.00,99.56
1713.00,99.57
1712.00,99.57
1711.00,99.57
1710.00,99.57
1709.00,99.57
1708.00,99.57
1707.00,99.57
1706.00,99.57
1705.00,99.58
1704.00,99.58
1703.00,99.58
1702.00,99.59
1701.00,99.60
1700.00,99.61
1699.00,99.61
1698.00,99.62
1697.00,99.62
1696.00,99.63
1695.00,99.64
1694.00,99.65
1693.00,99.65
1692.00,99.65
1691.00,99.65
1690.00,99.65
1689.00,99.65
1688.00,99.65
1687.00,99.65
1686.00,99.66
1685.00,99.66
1684.00,99.66
1683.00,99.66
1682.00,99.67
1681.00,99.67
1680.00,99.67
1679.00,99.67
1678.00,99.67
1677.00,99.67
1676.00,99.66
1675.00,99.66
1674.00,99.66
1673.00,99.66
1672.00,99.65
1671.00,99.65
1670.00,99.65
1669.00,99.65
1668.00,99.65
1667.00,99.65
1666.00,99.65
1665.00,99.65
1664.00,99.64
1663.00,99.64
1662.00,99.64
1661.00,99.63
1660.00,99.63
1659.00,99.63
1658.00,99.63
1657.00,99.62
1656.00,99.61
1655.00,99.60
1654.00,99.60
1653.00,99.60
1652.00,99.59
1651.00,99.59
1650.00,99.59
1649.00,99.58
1648.00,99.57
1647.00,99.57
1646.00,99.57
1645.00,99.57
1644.00,99.56
1643.00,99.56
1642.00,99.56
1641.00,99.56
1640.00,99.55
1639.00,99.55
1638.00,99.55
1637.00,99.55
1636.00,99.55
1635.00,99.55
1634.00,99.55
1633.00,99.55
1632.00,99.55
1631.00,99.55
1630.00,99.56
1629.00,99.57
1628.00,99.57
1627.00,99.57
1626.00,99.57
1625.00,99.56
1624.00,99.56
1623.00,99.56
1622.00,99.56
1621.00,99.55
1620.00,99.55
1619.00,99.55
1618.00,99.55
1617.00,99.54
1616.00,99.54
1615.00,99.55
1614.00,99.55
1613.00,99.56
1612.00,99.56
1611.00,99.56
1610.00,99.56
1609.00,99.55
1608.00,99.55
1607.00,99.55
1606.00,99.55
1605.00,99.55
1604.00,99.55
1603.00,99.55
1602.00,99.55
1601.00,99.55
1600.00,99.54
1599.00,99.54
1598.00,99.54
1597.00,99.54
1596.00,99.53
1595.00,99.53
1594.00,99.53
1593.00,99.53
1592.00,99.53
1591.00,99.53
1590.00,99.53
1589.00,99.53
1588.00,99.52
1587.00,99.52
1586.00,99.52
1585.00,99.52
1584.00,99.52
1583.00,99.52
1582.00,99.52
1581.00,99.52
1580.00,99.51
1579.00,99.51
1578.00,99.52
1577.00,99.52
1576.00,99.51
1575.00,99.52
1574.00,99.52
1573.00,99.52
1572.00,99.51
1571.00,99.51
1570.00,99.51
1569.00,99.51
1568.00,99.51
1567.00,99.51
1566.00,99.51
1565.00,99.51
1564.00,99.50
1563.00,99.50
1562.00,99.51
1561.00,99.51
1560.00,99.50
1559.00,99.50
1558.00,99.50
1557.00,99.48
1556.00,99.47
1555.00,99.47
1554.00,99.47
1553.00,99.46
1552.00,99.45
1551.00,99.45
1550.00,99.45
1549.00,99.44
1548.00,99.43
1547.00,99.43
1546.00,99.43
1545.00,99.42
1544.00,99.40
1543.00,99.40
1542.00,99.40
1541.00,99.38
1540.00,99.37
1539.00,99.38
1538.00,99.39
1537.00,99.38
1536.00,99.37
1535.00,99.37
1534.00,99.37
1533.00,99.36
1532.00,99.34
1531.00,99.34
1530.00,99.34
1529.00,99.33
1528.00,99.31
1527.00,99.31
1526.00,99.30
1525.00,99.29
1524.00,99.27
1523.00,99.26
1522.00,99.27
1521.00,99.26
1520.00,99.24
1519.00,99.24
1518.00,99.24
1517.00,99.22
1516.00,99.20
1515.00,99.19
1514.00,99.19
1513.00,99.17
1512.00,99.14
1511.00,99.13
1510.00,99.13
1509.00,99.10
1508.00,99.06
1507.00,99.04
1506.00,99.03
1505.00,99.00
1504.00,98.97
1503.00,98.96
1502.00,98.95
1501.00,98.91
1500.00,98.87
1499.00,98.84
1498.00,98.81
1497.00,98.76
1496.00,98.69
1495.00,98.66
1494.00,98.64
1493.00,98.59
1492.00,98.52
1491.00,98.47
1490.00,98.40
1489.00,98.29
1488.00,98.17
1487.00,98.07
1486.00,97.96
1485.00,97.81
1484.00,97.61
1483.00,97.39
1482.00,97.07
1481.00,96.61
1480.00,96.00
1479.00,95.11
1478.00,93.56
1477.00,90.81
1476.00,86.70
1475.00,81.64
1474.00,76.58
1473.00,73.14
1472.00,72.55
1471.00,73.96
1470.00,75.70
1469.00,76.95
1468.00,77.61
1467.00,77.63
1466.00,76.83
1465.00,75.37
1464.00,74.18
1463.00,74.23
1462.00,75.68
1461.00,78.14
1460.00,80.98
1459.00,83.64
1458.00,85.82
1457.00,87.46
1456.00,88.62
1455.00,89.46
1454.00,90.21
1453.00,90.99
1452.00,91.77
1451.00,92.43
1450.00,92.97
1449.00,93.42
1448.00,93.81
1447.00,94.11
1446.00,94.33
1445.00,94.53
1444.00,94.72
1443.00,94.89
1442.00,95.05
1441.00,95.22
1440.00,95.40
1439.00,95.57
1438.00,95.75
1437.00,95.99
1436.00,96.24
1435.00,96.45
1434.00,96.63
1433.00,96.84
1432.00,97.06
1431.00,97.29
1430.00,97.51
1429.00,97.72
1428.00,97.91
1427.00,98.06
1426.00,98.18
1425.00,98.31
1424.00,98.42
1423.00,98.50
1422.00,98.55
1421.00,98.61
1420.00,98.67
1419.00,98.71
1418.00,98.73
1417.00,98.77
1416.00,98.79
1415.00,98.81
1414.00,98.81
1413.00,98.83
1412.00,98.84
1411.00,98.84
1410.00,98.83
1409.00,98.84
1408.00,98.85
1407.00,98.84
1406.00,98.84
1405.00,98.84
1404.00,98.84
1403.00,98.83
1402.00,98.82
1401.00,98.83
1400.00,98.83
1399.00,98.82
1398.00,98.81
1397.00,98.80
1396.00,98.80
1395.00,98.78
1394.00,98.75
1393.00,98.72
1392.00,98.70
1391.00,98.65
1390.00,98.59
1389.00,98.52
1388.00,98.41
1387.00,98.26
1386.00,98.06
1385.00,97.83
1384.00,97.54
1383.00,97.20
1382.00,96.82
1381.00,96.43
1380.00,96.09
1379.00,95.82
1378.00,95.70
1377.00,95.72
1376.00,95.85
1375.00,96.03
1374.00,96.19
1373.00,96.30
1372.00,96.34
1371.00,96.34
1370.00,96.34
1369.00,96.35
1368.00,96.38
1367.00,96.44
1366.00,96.52
1365.00,96.64
1364.00,96.78
1363.00,96.94
1362.00,97.10
1361.00,97.23
1360.00,97.34
1359.00,97.43
1358.00,97.50
1357.00,97.55
1356.00,97.59
1355.00,97.61
1354.00,97.62
1353.00,97.63
1352.00,97.65
1351.00,97.68
1350.00,97.71
1349.00,97.76
1348.00,97.81
1347.00,97.86
1346.00,97.90
1345.00,97.94
1344.00,97.98
1343.00,98.01
1342.00,98.04
1341.00,98.08
1340.00,98.13
1339.00,98.17
1338.00,98.22
1337.00,98.28
1336.00,98.34
1335.00,98.40
1334.00,98.45
1333.00,98.50
1332.00,98.54
1331.00,98.56
1330.00,98.57
1329.00,98.58
1328.00,98.59
1327.00,98.59
1326.00,98.58
1325.00,98.58
1324.00,98.58
1323.00,98.56
1322.00,98.54
1321.00,98.52
1320.00,98.50
1319.00,98.47
1318.00,98.44
1317.00,98.42
1316.00,98.39
1315.00,98.36
1314.00,98.33
1313.00,98.29
1312.00,98.26
1311.00,98.23
1310.00,98.20
1309.00,98.19
1308.00,98.17
1307.00,98.16
1306.00,98.14
1305.00,98.13
1304.00,98.13
1303.00,98.13
1302.00,98.13
1301.00,98.14
1300.00,98.15
1299.00,98.17
1298.00,98.18
1297.00,98.20
1296.00,98.23
1295.00,98.26
1294.00,98.29
1293.00,98.32
1292.00,98.36
1291.00,98.39
1290.00,98.41
1289.00,98.43
1288.00,98.45
1287.00,98.47
1286.00,98.49
1285.00,98.52
1284.00,98.54
1283.00,98.55
1282.00,98.56
1281.00,98.58
1280.00,98.59
1279.00,98.60
1278.00,98.61
1277.00,98.62
1276.00,98.63
1275.00,98.63
1274.00,98.64
1273.00,98.64
1272.00,98.65
1271.00,98.66
1270.00,98.67
1269.00,98.69
1268.00,98.70
1267.00,98.71
1266.00,98.72
1265.00,98.73
1264.00,98.74
1263.00,98.75
1262.00,98.76
1261.00,98.78
1260.00,98.80
1259.00,98.82
1258.00,98.83
1257.00,98.85
1256.00,98.87
1255.00,98.89
1254.00,98.91
1253.00,98.93
1252.00,98.96
1251.00,98.98
1250.00,99.00
1249.00,99.02
1248.00,99.04
1247.00,99.06
1246.00,99.07
1245.00,99.09
1244.00,99.11
1243.00,99.12
1242.00,99.12
1241.00,99.12
1240.00,99.13
1239.00,99.12
1238.00,99.11
1237.00,99.11
1236.00,99.10
1235.00,99.10
1234.00,99.08
1233.00,99.07
1232.00,99.06
1231.00,99.05
1230.00,99.03
1229.00,99.01
1228.00,99.00
1227.00,98.97
1226.00,98.94
1225.00,98.92
1224.00,98.91
1223.00,98.90
1222.00,98.89
1221.00,98.88
1220.00,98.87
1219.00,98.86
1218.00,98.84
1217.00,98.83
1216.00,98.82
1215.00,98.81
1214.00,98.81
1213.00,98.80
1212.00,98.80
1211.00,98.79
1210.00,98.78
1209.00,98.78
1208.00,98.78
1207.00,98.77
1206.00,98.76
1205.00,98.76
1204.00,98.75
1203.00,98.74
1202.00,98.73
1201.00,98.72
1200.00,98.71
1199.00,98.70
1198.00,98.68
1197.00,98.67
1196.00,98.66
1195.00,98.65
1194.00,98.64
1193.00,98.63
1192.00,98.63
1191.00,98.62
1190.00,98.61
1189.00,98.60
1188.00,98.59
1187.00,98.58
1186.00,98.58
1185.00,98.57
1184.00,98.57
1183.00,98.57
1182.00,98.55
1181.00,98.54
1180.00,98.53
1179.00,98.51
1178.00,98.50
1177.00,98.50
1176.00,98.51
1175.00,98.52
1174.00,98.53
1173.00,98.54
1172.00,98.55
1171.00,98.55
1170.00,98.54
1169.00,98.53
1168.00,98.52
1167.00,98.52
1166.00,98.51
1165.00,98.50
1164.00,98.48
1163.00,98.46
1162.00,98.44
1161.00,98.41
1160.00,98.38
1159.00,98.35
1158.00,98.32
1157.00,98.30
1156.00,98.28
1155.00,98.26
1154.00,98.24
1153.00,98.23
1152.00,98.22
1151.00,98.21
1150.00,98.20
1149.00,98.20
1148.00,98.21
1147.00,98.21
1146.00,98.22
1145.00,98.24
1144.00,98.26
1143.00,98.29
1142.00,98.30
1141.00,98.32
1140.00,98.33
1139.00,98.34
1138.00,98.35
1137.00,98.37
1136.00,98.39
1135.00,98.41
1134.00,98.43
1133.00,98.46
1132.00,98.48
1131.00,98.50
1130.00,98.52
1129.00,98.56
1128.00,98.59
1127.00,98.62
1126.00,98.64
1125.00,98.66
1124.00,98.68
1123.00,98.70
1122.00,98.71
1121.00,98.73
1120.00,98.75
1119.00,98.76
1118.00,98.77
1117.00,98.78
1116.00,98.79
1115.00,98.80
1114.00,98.80
1113.00,98.82
1112.00,98.83
1111.00,98.83
1110.00,98.84
1109.00,98.84
1108.00,98.85
1107.00,98.86
1106.00,98.86
1105.00,98.87
1104.00,98.88
1103.00,98.88
1102.00,98.87
1101.00,98.86
1100.00,98.86
1099.00,98.85
1098.00,98.85
1097.00,98.84
1096.00,98.84
1095.00,98.83
1094.00,98.81
1093.00,98.79
1092.00,98.78
1091.00,98.76
1090.00,98.74
1089.00,98.72
1088.00,98.70
1087.00,98.68
1086.00,98.67
1085.00,98.65
1084.00,98.64
1083.00,98.61
1082.00,98.58
1081.00,98.56
1080.00,98.55
1079.00,98.54
1078.00,98.54
1077.00,98.55
1076.00,98.57
1075.00,98.59
1074.00,98.61
1073.00,98.65
1072.00,98.68
1071.00,98.71
1070.00,98.73
1069.00,98.76
1068.00,98.78
1067.00,98.80
1066.00,98.80
1065.00,98.81
1064.00,98.82
1063.00,98.84
1062.00,98.86
1061.00,98.89
1060.00,98.91
1059.00,98.93
1058.00,98.94
1057.00,98.95
1056.00,98.96
1055.00,98.97
1054.00,98.97
1053.00,98.97
1052.00,98.97
1051.00,98.97
1050.00,98.98
1049.00,99.01
1048.00,99.04
1047.00,99.06
1046.00,99.07
1045.00,99.09
1044.00,99.10
1043.00,99.11
1042.00,99.11
1041.00,99.12
1040.00,99.13
1039.00,99.14
1038.00,99.14
1037.00,99.15
1036.00,99.16
1035.00,99.17
1034.00,99.17
1033.00,99.17
1032.00,99.17
1031.00,99.17
1030.00,99.18
1029.00,99.18
1028.00,99.19
1027.00,99.20
1026.00,99.21
1025.00,99.22
1024.00,99.22
1023.00,99.22
1022.00,99.22
1021.00,99.22
1020.00,99.22
1019.00,99.23
1018.00,99.23
1017.00,99.23
1016.00,99.23
1015.00,99.23
1014.00,99.23
1013.00,99.23
1012.00,99.24
1011.00,99.24
1010.00,99.24
1009.00,99.23
1008.00,99.24
1007.00,99.24
1006.00,99.24
1005.00,99.25
1004.00,99.25
1003.00,99.24
1002.00,99.24
1001.00,99.24
1000.00,99.24
999.00,99.24
998.00,99.24
997.00,99.24
996.00,99.25
995.00,99.26
994.00,99.25
993.00,99.25
992.00,99.25
991.00,99.24
990.00,99.23
989.00,99.22
988.00,99.22
987.00,99.21
986.00,99.21
985.00,99.21
984.00,99.21
983.00,99.19
982.00,99.18
981.00,99.16
980.00,99.15
979.00,99.14
978.00,99.13
977.00,99.12
976.00,99.11
975.00,99.11
974.00,99.10
973.00,99.09
972.00,99.08
971.00,99.06
970.00,99.04
969.00,99.03
968.00,99.03
967.00,99.02
966.00,99.01
965.00,99.00
964.00,98.99
963.00,98.98
962.00,98.97
961.00,98.96
960.00,98.95
959.00,98.94
958.00,98.92
957.00,98.89
956.00,98.87
955.00,98.84
954.00,98.82
953.00,98.80
952.00,98.78
951.00,98.76
950.00,98.74
949.00,98.72
948.00,98.70
947.00,98.69
946.00,98.67
945.00,98.66
944.00,98.66
943.00,98.66
942.00,98.66
941.00,98.66
940.00,98.66
939.00,98.65
938.00,98.65
937.00,98.65
936.00,98.66
935.00,98.68
934.00,98.69
933.00,98.69
932.00,98.69
931.00,98.67
930.00,98.66
929.00,98.65
928.00,98.65
927.00,98.66
926.00,98.66
925.00,98.66
924.00,98.66
923.00,98.66
922.00,98.65
921.00,98.64
920.00,98.62
919.00,98.60
918.00,98.57
917.00,98.53
916.00,98.47
915.00,98.40
914.00,98.31
913.00,98.22
912.00,98.13
911.00,98.04
910.00,97.95
909.00,97.88
908.00,97.82
907.00,97.80
906.00,97.81
905.00,97.87
904.00,97.96
903.00,98.08
902.00,98.18
901.00,98.28
900.00,98.37
899.00,98.44
898.00,98.51
897.00,98.57
896.00,98.62
895.00,98.66
894.00,98.69
893.00,98.71
892.00,98.72
891.00,98.73
