Created as New Dataset,PE powder (low density) GF 300um
cm-1,%T
2459.00,99.70
2458.00,99.69
2457.00,99.69
2456.00,99.69
2455.00,99.70
2454.00,99.69
2453.00,99.69
2452.00,99.69
2451.00,99.69
2450.00,99.69
2449.00,99.70
2448.00,99.70
2447.00,99.71
2446.00,99.71
2445.00,99.71
2444.00,99.71
2443.00,99.71
2442.00,99.71
2441.00,99.71
2440.00,99.71
2439.00,99.72
2438.00,99.72
2437.00,99.72
2436.00,99.72
2435.00,99.72
2434.00,99.73
2433.00,99.73
2432.00,99.73
2431.00,99.72
2430.00,99.72
2429.00,99.72
2428.00,99.72
2427.00,99.72
2426.00,99.72
2425.00,99.72
2424.00,99.72
2423.00,99.72
2422.00,99.72
2421.00,99.72
2420.00,99.71
2419.00,99.71
2418.00,99.71
2417.00,99.71
2416.00,99.72
2415.00,99.72
2414.00,99.72
2413.00,99.73
2412.00,99.73
2411.00,99.73
2410.00,99.73
2409.00,99.73
2408.00,99.73
2407.00,99.74
2406.00,99.75
2405.00,99.76
2404.00,99.77
2403.00,99.78
2402.00,99.78
2401.00,99.78
2400.00,99.77
2399.00,99.77
2398.00,99.78
2397.00,99.78
2396.00,99.78
2395.00,99.77
2394.00,99.77
2393.00,99.77
2392.00,99.77
2391.00,99.77
2390.00,99.78
2389.00,99.78
2388.00,99.79
2387.00,99.79
2386.00,99.78
2385.00,99.78
2384.00,99.77
2383.00,99.77
2382.00,99.77
2381.00,99.78
2380.00,99.78
2379.00,99.79
2378.00,99.79
2377.00,99.78
2376.00,99.77
2375.00,99.76
2374.00,99.75
2373.00,99.75
2372.00,99.75
2371.00,99.75
2370.00,99.75
2369.00,99.75
2368.00,99.75
2367.00,99.75
2366.00,99.74
2365.00,99.73
2364.00,99.73
2363.00,99.72
2362.00,99.72
2361.00,99.70
2360.00,99.69
2359.00,99.68
2358.00,99.68
2357.00,99.68
2356.00,99.68
2355.00,99.68
2354.00,99.68
2353.00,99.67
2352.00,99.66
2351.00,99.65
2350.00,99.64
2349.00,99.65
2348.00,99.66
2347.00,99.66
2346.00,99.64
2345.00,99.62
2344.00,99.60
2343.00,99.58
2342.00,99.56
2341.00,99.54
2340.00,99.53
2339.00,99.53
2338.00,99.53
2337.00,99.52
2336.00,99.52
2335.00,99.51
2334.00,99.51
2333.00,99.51
2332.00,99.50
2331.00,99.50
2330.00,99.49
2329.00,99.48
2328.00,99.45
2327.00,99.40
2326.00,99.32
2325.00,99.25
2324.00,99.20
2323.00,99.20
2322.00,99.22
2321.00,99.26
2320.00,99.29
2319.00,99.32
2318.00,99.34
2317.00,99.36
2316.00,99.37
2315.00,99.39
2314.00,99.41
2313.00,99.42
2312.00,99.43
2311.00,99.44
2310.00,99.44
2309.00,99.45
2308.00,99.45
2307.00,99.46
2306.00,99.46
2305.00,99.46
2304.00,99.46
2303.00,99.46
2302.00,99.46
2301.00,99.46
2300.00,99.46
2299.00,99.46
2298.00,99.47
2297.00,99.47
2296.00,99.46
2295.00,99.45
2294.00,99.45
2293.00,99.43
2292.00,99.42
2291.00,99.41
2290.00,99.40
2289.00,99.38
2288.00,99.37
2287.00,99.36
2286.00,99.35
2285.00,99.35
2284.00,99.35
2283.00,99.37
2282.00,99.39
2281.00,99.41
2280.00,99.42
2279.00,99.43
2278.00,99.43
2277.00,99.43
2276.00,99.44
2275.00,99.45
2274.00,99.46
2273.00,99.47
2272.00,99.48
2271.00,99.49
2270.00,99.49
2269.00,99.49
2268.00,99.50
2267.00,99.51
2266.00,99.54
2265.00,99.55
2264.00,99.56
2263.00,99.56
2262.00,99.55
2261.00,99.54
2260.00,99.54
2259.00,99.53
2258.00,99.53
2257.00,99.54
2256.00,99.55
2255.00,99.56
2254.00,99.58
2253.00,99.60
2252.00,99.60
2251.00,99.59
2250.00,99.58
2249.00,99.57
2248.00,99.55
2247.00,99.53
2246.00,99.52
2245.00,99.51
2244.00,99.51
2243.00,99.51
2242.00,99.51
2241.00,99.51
2240.00,99.51
2239.00,99.51
2238.00,99.51
2237.00,99.51
2236.00,99.51
2235.00,99.51
2234.00,99.52
2233.00,99.53
2232.00,99.54
2231.00,99.54
2230.00,99.54
2229.00,99.54
2228.00,99.54
2227.00,99.54
2226.00,99.54
2225.00,99.54
2224.00,99.54
2223.00,99.54
2222.00,99.54
2221.00,99.54
2220.00,99.53
2219.00,99.53
2218.00,99.54
2217.00,99.54
2216.00,99.54
2215.00,99.54
2214.00,99.54
2213.00,99.54
2212.00,99.54
2211.00,99.53
2210.00,99.52
2209.00,99.52
2208.00,99.52
2207.00,99.53
2206.00,99.54
2205.00,99.54
2204.00,99.54
2203.00,99.54
2202.00,99.53
2201.00,99.53
2200.00,99.52
2199.00,99.52
2198.00,99.50
2197.00,99.49
2196.00,99.47
2195.00,99.47
2194.00,99.47
2193.00,99.47
2192.00,99.47
2191.00,99.46
2190.00,99.44
2189.00,99.42
2188.00,99.40
2187.00,99.39
2186.00,99.39
2185.00,99.39
2184.00,99.40
2183.00,99.43
2182.00,99.47
2181.00,99.49
2180.00,99.51
2179.00,99.50
2178.00,99.49
2177.00,99.49
2176.00,99.51
2175.00,99.54
2174.00,99.55
2173.00,99.53
2172.00,99.50
2171.00,99.46
2170.00,99.41
2169.00,99.36
2168.00,99.31
2167.00,99.27
2166.00,99.24
2165.00,99.21
2164.00,99.18
2163.00,99.14
2162.00,99.12
2161.00,99.17
2160.00,99.34
2159.00,99.61
2158.00,99.88
2157.00,100.04
2156.00,100.09
2155.00,100.07
2154.00,100.02
2153.00,99.96
2152.00,99.91
2151.00,99.88
2150.00,99.86
2149.00,99.85
2148.00,99.84
2147.00,99.84
2146.00,99.85
2145.00,99.86
2144.00,99.87
2143.00,99.88
2142.00,99.88
2141.00,99.88
2140.00,99.88
2139.00,99.88
2138.00,99.88
2137.00,99.89
2136.00,99.92
2135.00,99.96
2134.00,100.01
2133.00,100.05
2132.00,100.05
2131.00,100.03
2130.00,100.00
2129.00,99.97
2128.00,99.93
2127.00,99.91
2126.00,99.88
2125.00,99.86
2124.00,99.84
2123.00,99.83
2122.00,99.82
2121.00,99.80
2120.00,99.78
2119.00,99.76
2118.00,99.74
2117.00,99.71
2116.00,99.69
2115.00,99.66
2114.00,99.64
2113.00,99.62
2112.00,99.62
2111.00,99.63
2110.00,99.65
2109.00,99.66
2108.00,99.67
2107.00,99.66
2106.00,99.66
2105.00,99.65
2104.00,99.65
2103.00,99.65
2102.00,99.66
2101.00,99.65
2100.00,99.65
2099.00,99.65
2098.00,99.67
2097.00,99.68
2096.00,99.71
2095.00,99.74
2094.00,99.76
2093.00,99.75
2092.00,99.74
2091.00,99.71
2090.00,99.69
2089.00,99.67
2088.00,99.65
2087.00,99.64
2086.00,99.62
2085.00,99.61
2084.00,99.60
2083.00,99.60
2082.00,99.59
2081.00,99.58
2080.00,99.57
2079.00,99.56
2078.00,99.56
2077.00,99.55
2076.00,99.55
2075.00,99.54
2074.00,99.54
2073.00,99.54
2072.00,99.54
2071.00,99.54
2070.00,99.55
2069.00,99.55
2068.00,99.56
2067.00,99.57
2066.00,99.57
2065.00,99.57
2064.00,99.57
2063.00,99.57
2062.00,99.58
2061.00,99.58
2060.00,99.58
2059.00,99.58
2058.00,99.56
2057.00,99.54
2056.00,99.52
2055.00,99.51
2054.00,99.50
2053.00,99.46
2052.00,99.38
2051.00,99.31
2050.00,99.28
2049.00,99.29
2048.00,99.34
2047.00,99.38
2046.00,99.40
2045.00,99.40
2044.00,99.39
2043.00,99.38
2042.00,99.37
2041.00,99.36
2040.00,99.34
2039.00,99.32
2038.00,99.30
2037.00,99.27
2036.00,99.27
2035.00,99.28
2034.00,99.32
2033.00,99.36
2032.00,99.39
2031.00,99.43
2030.00,99.45
2029.00,99.45
2028.00,99.43
2027.00,99.42
2026.00,99.41
2025.00,99.40
2024.00,99.41
2023.00,99.42
2022.00,99.43
2021.00,99.42
2020.00,99.41
2019.00,99.41
2018.00,99.41
2017.00,99.41
2016.00,99.41
2015.00,99.42
2014.00,99.43
2013.00,99.45
2012.00,99.46
2011.00,99.46
2010.00,99.46
2009.00,99.47
2008.00,99.52
2007.00,99.59
2006.00,99.66
2005.00,99.71
2004.00,99.72
2003.00,99.71
2002.00,99.68
2001.00,99.65
2000.00,99.62
1999.00,99.59
1998.00,99.58
1997.00,99.56
1996.00,99.55
1995.00,99.55
1994.00,99.55
1993.00,99.54
1992.00,99.52
1991.00,99.51
1990.00,99.50
1989.00,99.49
1988.00,99.47
1987.00,99.46
1986.00,99.44
1985.00,99.41
1984.00,99.37
1983.00,99.33
1982.00,99.28
1981.00,99.22
1980.00,99.19
1979.00,99.23
1978.00,99.34
1977.00,99.47
1976.00,99.57
1975.00,99.63
1974.00,99.66
1973.00,99.67
1972.00,99.67
1971.00,99.66
1970.00,99.66
1969.00,99.66
1968.00,99.66
1967.00,99.66
1966.00,99.65
1965.00,99.64
1964.00,99.64
1963.00,99.66
1962.00,99.70
1961.00,99.73
1960.00,99.76
1959.00,99.79
1958.00,99.79
1957.00,99.78
1956.00,99.77
1955.00,99.75
1954.00,99.75
1953.00,99.74
1952.00,99.74
1951.00,99.74
1950.00,99.73
1949.00,99.73
1948.00,99.73
1947.00,99.73
1946.00,99.73
1945.00,99.73
1944.00,99.73
1943.00,99.73
1942.00,99.75
1941.00,99.76
1940.00,99.76
1939.00,99.76
1938.00,99.76
1937.00,99.76
1936.00,99.75
1935.00,99.76
1934.00,99.76
1933.00,99.76
1932.00,99.75
1931.00,99.75
1930.00,99.76
1929.00,99.77
1928.00,99.78
1927.00,99.78
1926.00,99.78
1925.00,99.77
1924.00,99.76
1923.00,99.75
1922.00,99.74
1921.00,99.72
1920.00,99.71
1919.00,99.71
1918.00,99.71
1917.00,99.71
1916.00,99.71
1915.00,99.71
1914.00,99.71
1913.00,99.71
1912.00,99.70
1911.00,99.70
1910.00,99.70
1909.00,99.69
1908.00,99.69
1907.00,99.69
1906.00,99.69
1905.00,99.69
1904.00,99.69
1903.00,99.69
1902.00,99.68
1901.00,99.67
1900.00,99.66
1899.00,99.66
1898.00,99.66
1897.00,99.66
1896.00,99.66
1895.00,99.66
1894.00,99.67
1893.00,99.68
1892.00,99.69
1891.00,99.70
1890.00,99.71
1889.00,99.71
1888.00,99.71
1887.00,99.72
1886.00,99.72
1885.00,99.73
1884.00,99.74
1883.00,99.75
1882.00,99.75
1881.00,99.75
1880.00,99.75
1879.00,99.76
1878.00,99.77
1877.00,99.77
1876.00,99.78
1875.00,99.78
1874.00,99.78
1873.00,99.78
1872.00,99.78
1871.00,99.78
1870.00,99.78
1869.00,99.77
1868.00,99.77
1867.00,99.76
1866.00,99.76
1865.00,99.77
1864.00,99.78
1863.00,99.79
1862.00,99.80
1861.00,99.80
1860.00,99.80
1859.00,99.80
1858.00,99.80
1857.00,99.80
1856.00,99.79
1855.00,99.79
1854.00,99.80
1853.00,99.80
1852.00,99.81
1851.00,99.81
1850.00,99.82
1849.00,99.82
1848.00,99.81
1847.00,99.80
1846.00,99.80
1845.00,99.79
1844.00,99.79
1843.00,99.80
1842.00,99.80
1841.00,99.80
1840.00,99.80
1839.00,99.80
1838.00,99.81
1837.00,99.81
1836.00,99.81
1835.00,99.81
1834.00,99.81
1833.00,99.80
1832.00,99.80
1831.00,99.79
1830.00,99.79
1829.00,99.79
1828.00,99.78
1827.00,99.78
1826.00,99.77
1825.00,99.76
1824.00,99.75
1823.00,99.75
1822.00,99.75
1821.00,99.75
1820.00,99.76
1819.00,99.78
1818.00,99.81
1817.00,99.83
1816.00,99.84
1815.00,99.83
1814.00,99.81
1813.00,99.80
1812.00,99.78
1811.00,99.77
1810.00,99.77
1809.00,99.77
1808.00,99.76
1807.00,99.76
1806.00,99.76
1805.00,99.75
1804.00,99.75
1803.00,99.74
1802.00,99.75
1801.00,99.75
1800.00,99.75
1799.00,99.75
1798.00,99.75
1797.00,99.75
1796.00,99.74
1795.00,99.74
1794.00,99.74
1793.00,99.74
1792.00,99.74
1791.00,99.75
1790.00,99.75
1789.00,99.75
1788.00,99.74
1787.00,99.74
1786.00,99.74
1785.00,99.74
1784.00,99.74
1783.00,99.74
1782.00,99.75
1781.00,99.75
1780.00,99.74
1779.00,99.74
1778.00,99.75
1777.00,99.75
1776.00,99.75
1775.00,99.76
1774.00,99.76
1773.00,99.76
1772.00,99.76
1771.00,99.76
1770.00,99.75
1769.00,99.75
1768.00,99.74
1767.00,99.74
1766.00,99.74
1765.00,99.74
1764.00,99.73
1763.00,99.74
1762.00,99.74
1761.00,99.74
1760.00,99.74
1759.00,99.73
1758.00,99.73
1757.00,99.73
1756.00,99.72
1755.00,99.72
1754.00,99.71
1753.00,99.71
1752.00,99.71
1751.00,99.71
1750.00,99.71
1749.00,99.70
1748.00,99.69
1747.00,99.69
1746.00,99.69
1745.00,99.68
1744.00,99.68
1743.00,99.68
1742.00,99.67
1741.00,99.67
1740.00,99.66
1739.00,99.66
1738.00,99.66
1737.00,99.65
1736.00,99.65
1735.00,99.65
1734.00,99.66
1733.00,99.65
1732.00,99.65
1731.00,99.64
1730.00,99.64
1729.00,99.64
1728.00,99.64
1727.00,99.63
1726.00,99.62
1725.00,99.60
1724.00,99.59
1723.00,99.59
1722.00,99.60
1721.00,99.60
1720.00,99.61
1719.00,99.62
1718.00,99.63
1717.00,99.63
1716.00,99.63
1715.00,99.64
1714.00,99.64
1713.00,99.64
1712.00,99.64
1711.00,99.65
1710.00,99.65
1709.00,99.65
1708.00,99.64
1707.00,99.64
1706.00,99.64
1705.00,99.64
1704.00,99.64
1703.00,99.64
1702.00,99.65
1701.00,99.65
1700.00,99.64
1699.00,99.64
1698.00,99.64
1697.00,99.64
1696.00,99.64
1695.00,99.65
1694.00,99.65
1693.00,99.65
1692.00,99.64
1691.00,99.65
1690.00,99.65
1689.00,99.64
1688.00,99.64
1687.00,99.64
1686.00,99.64
1685.00,99.64
1684.00,99.64
1683.00,99.64
1682.00,99.64
1681.00,99.64
1680.00,99.64
1679.00,99.64
1678.00,99.63
1677.00,99.63
1676.00,99.63
1675.00,99.63
1674.00,99.63
1673.00,99.62
1672.00,99.61
1671.00,99.61
1670.00,99.61
1669.00,99.61
1668.00,99.61
1667.00,99.61
1666.00,99.61
1665.00,99.61
1664.00,99.61
1663.00,99.61
1662.00,99.61
1661.00,99.60
1660.00,99.60
1659.00,99.60
1658.00,99.60
1657.00,99.59
1656.00,99.58
1655.00,99.57
1654.00,99.57
1653.00,99.55
1652.00,99.54
1651.00,99.52
1650.00,99.51
1649.00,99.50
1648.00,99.49
1647.00,99.49
1646.00,99.49
1645.00,99.48
1644.00,99.48
1643.00,99.49
1642.00,99.49
1641.00,99.49
1640.00,99.50
1639.00,99.50
1638.00,99.50
1637.00,99.51
1636.00,99.51
1635.00,99.51
1634.00,99.52
1633.00,99.52
1632.00,99.52
1631.00,99.52
1630.00,99.53
1629.00,99.53
1628.00,99.52
1627.00,99.53
1626.00,99.53
1625.00,99.52
1624.00,99.52
1623.00,99.52
1622.00,99.52
1621.00,99.52
1620.00,99.52
1619.00,99.53
1618.00,99.53
1617.00,99.53
1616.00,99.53
1615.00,99.53
1614.00,99.53
1613.00,99.52
1612.00,99.52
1611.00,99.51
1610.00,99.51
1609.00,99.50
1608.00,99.48
1607.00,99.48
1606.00,99.47
1605.00,99.45
1604.00,99.44
1603.00,99.43
1602.00,99.43
1601.00,99.43
1600.00,99.44
1599.00,99.45
1598.00,99.45
1597.00,99.46
1596.00,99.46
1595.00,99.46
1594.00,99.46
1593.00,99.46
1592.00,99.46
1591.00,99.46
1590.00,99.46
1589.00,99.45
1588.00,99.44
1587.00,99.44
1586.00,99.44
1585.00,99.43
1584.00,99.43
1583.00,99.43
1582.00,99.44
1581.00,99.44
1580.00,99.45
1579.00,99.45
1578.00,99.46
1577.00,99.46
1576.00,99.46
1575.00,99.46
1574.00,99.46
1573.00,99.45
1572.00,99.45
1571.00,99.45
1570.00,99.45
1569.00,99.44
1568.00,99.43
1567.00,99.43
1566.00,99.43
1565.00,99.42
1564.00,99.42
1563.00,99.42
1562.00,99.42
1561.00,99.41
1560.00,99.40
1559.00,99.40
1558.00,99.40
1557.00,99.39
1556.00,99.37
1555.00,99.37
1554.00,99.37
1553.00,99.36
1552.00,99.34
1551.00,99.34
1550.00,99.33
1549.00,99.32
1548.00,99.31
1547.00,99.30
1546.00,99.30
1545.00,99.29
1544.00,99.29
1543.00,99.30
1542.00,99.31
1541.00,99.31
1540.00,99.30
1539.00,99.31
1538.00,99.31
1537.00,99.31
1536.00,99.30
1535.00,99.30
1534.00,99.30
1533.00,99.29
1532.00,99.28
1531.00,99.28
1530.00,99.28
1529.00,99.27
1528.00,99.26
1527.00,99.25
1526.00,99.25
1525.00,99.23
1524.00,99.22
1523.00,99.21
1522.00,99.21
1521.00,99.20
1520.00,99.18
1519.00,99.18
1518.00,99.19
1517.00,99.17
1516.00,99.15
1515.00,99.15
1514.00,99.14
1513.00,99.12
1512.00,99.10
1511.00,99.08
1510.00,99.07
1509.00,99.04
1508.00,99.00
1507.00,99.00
1506.00,99.00
1505.00,98.98
1504.00,98.95
1503.00,98.93
1502.00,98.91
1501.00,98.87
1500.00,98.82
1499.00,98.77
1498.00,98.72
1497.00,98.63
1496.00,98.54
1495.00,98.49
1494.00,98.46
1493.00,98.42
1492.00,98.37
1491.00,98.34
1490.00,98.30
1489.00,98.22
1488.00,98.13
1487.00,98.05
1486.00,97.95
1485.00,97.81
1484.00,97.63
1483.00,97.43
1482.00,97.16
1481.00,96.77
1480.00,96.27
1479.00,95.58
1478.00,94.43
1477.00,92.48
1476.00,89.62
1475.00,86.02
1474.00,81.96
1473.00,78.17
1472.00,75.71
1471.00,74.73
1470.00,74.48
1469.00,74.43
1468.00,74.46
1467.00,74.64
1466.00,75.07
1465.00,75.87
1464.00,77.06
1463.00,78.51
1462.00,80.07
1461.00,81.64
1460.00,83.11
1459.00,84.38
1458.00,85.46
1457.00,86.42
1456.00,87.27
1455.00,88.03
1454.00,88.79
1453.00,89.62
1452.00,90.47
1451.00,91.21
1450.00,91.83
1449.00,92.35
1448.00,92.79
1447.00,93.13
1446.00,93.39
1445.00,93.63
1444.00,93.84
1443.00,94.04
1442.00,94.23
1441.00,94.42
1440.00,94.62
1439.00,94.80
1438.00,95.01
1437.00,95.27
1436.00,95.55
1435.00,95.79
1434.00,96.01
1433.00,96.26
1432.00,96.53
1431.00,96.80
1430.00,97.07
1429.00,97.34
1428.00,97.57
1427.00,97.75
1426.00,97.91
1425.00,98.07
1424.00,98.22
1423.00,98.33
1422.00,98.41
1421.00,98.48
1420.00,98.55
1419.00,98.61
1418.00,98.65
1417.00,98.69
1416.00,98.73
1415.00,98.76
1414.00,98.78
1413.00,98.81
1412.00,98.83
1411.00,98.85
1410.00,98.86
1409.00,98.88
1408.00,98.90
1407.00,98.90
1406.00,98.90
1405.00,98.91
1404.00,98.93
1403.00,98.93
1402.00,98.93
1401.00,98.93
1400.00,98.94
1399.00,98.93
1398.00,98.91
1397.00,98.91
1396.00,98.91
1395.00,98.90
1394.00,98.89
1393.00,98.88
1392.00,98.87
1391.00,98.85
1390.00,98.81
1389.00,98.77
1388.00,98.70
1387.00,98.59
1386.00,98.45
1385.00,98.27
1384.00,98.03
1383.00,97.69
1382.00,97.28
1381.00,96.85
1380.00,96.45
1379.00,96.14
1378.00,96.00
1377.00,96.04
1376.00,96.21
1375.00,96.43
1374.00,96.64
1373.00,96.80
1372.00,96.88
1371.00,96.92
1370.00,96.95
1369.00,97.00
1368.00,97.06
1367.00,97.14
1366.00,97.22
1365.00,97.32
1364.00,97.41
1363.00,97.51
1362.00,97.59
1361.00,97.67
1360.00,97.73
1359.00,97.76
1358.00,97.78
1357.00,97.79
1356.00,97.79
1355.00,97.77
1354.00,97.76
1353.00,97.76
1352.00,97.77
1351.00,97.78
1350.00,97.81
1349.00,97.85
1348.00,97.89
1347.00,97.94
1346.00,97.98
1345.00,98.02
1344.00,98.06
1343.00,98.08
1342.00,98.11
1341.00,98.15
1340.00,98.19
1339.00,98.25
1338.00,98.31
1337.00,98.37
1336.00,98.45
1335.00,98.51
1334.00,98.56
1333.00,98.60
1332.00,98.63
1331.00,98.65
1330.00,98.66
1329.00,98.66
1328.00,98.67
1327.00,98.66
1326.00,98.65
1325.00,98.64
1324.00,98.63
1323.00,98.61
1322.00,98.58
1321.00,98.55
1320.00,98.53
1319.00,98.50
1318.00,98.47
1317.00,98.45
1316.00,98.42
1315.00,98.38
1314.00,98.35
1313.00,98.31
1312.00,98.28
1311.00,98.25
1310.00,98.23
1309.00,98.20
1308.00,98.19
1307.00,98.17
1306.00,98.16
1305.00,98.15
1304.00,98.16
1303.00,98.16
1302.00,98.16
1301.00,98.17
1300.00,98.18
1299.00,98.20
1298.00,98.22
1297.00,98.24
1296.00,98.27
1295.00,98.30
1294.00,98.34
1293.00,98.37
1292.00,98.41
1291.00,98.44
1290.00,98.47
1289.00,98.50
1288.00,98.53
1287.00,98.55
1286.00,98.57
1285.00,98.59
1284.00,98.61
1283.00,98.63
1282.00,98.65
1281.00,98.66
1280.00,98.68
1279.00,98.69
1278.00,98.69
1277.00,98.70
1276.00,98.71
1275.00,98.72
1274.00,98.73
1273.00,98.74
1272.00,98.75
1271.00,98.76
1270.00,98.77
1269.00,98.78
1268.00,98.80
1267.00,98.81
1266.00,98.82
1265.00,98.84
1264.00,98.85
1263.00,98.86
1262.00,98.88
1261.00,98.89
1260.00,98.91
1259.00,98.92
1258.00,98.93
1257.00,98.95
1256.00,98.98
1255.00,99.00
1254.00,99.03
1253.00,99.06
1252.00,99.09
1251.00,99.12
1250.00,99.15
1249.00,99.18
1248.00,99.21
1247.00,99.23
1246.00,99.25
1245.00,99.28
1244.00,99.30
1243.00,99.31
1242.00,99.32
1241.00,99.34
1240.00,99.35
1239.00,99.36
1238.00,99.37
1237.00,99.37
1236.00,99.38
1235.00,99.38
1234.00,99.37
1233.00,99.36
1232.00,99.36
1231.00,99.35
1230.00,99.34
1229.00,99.34
1228.00,99.34
1227.00,99.33
1226.00,99.32
1225.00,99.31
1224.00,99.31
1223.00,99.32
1222.00,99.31
1221.00,99.31
1220.00,99.31
1219.00,99.30
1218.00,99.29
1217.00,99.30
1216.00,99.30
1215.00,99.29
1214.00,99.28
1213.00,99.27
1212.00,99.27
1211.00,99.27
1210.00,99.26
1209.00,99.26
1208.00,99.26
1207.00,99.25
1206.00,99.24
1205.00,99.25
1204.00,99.25
1203.00,99.25
1202.00,99.24
1201.00,99.24
1200.00,99.24
1199.00,99.23
1198.00,99.23
1197.00,99.22
1196.00,99.22
1195.00,99.22
1194.00,99.21
1193.00,99.21
1192.00,99.21
1191.00,99.21
1190.00,99.21
1189.00,99.21
1188.00,99.21
1187.00,99.20
1186.00,99.19
1185.00,99.18
1184.00,99.18
1183.00,99.17
1182.00,99.17
1181.00,99.17
1180.00,99.16
1179.00,99.15
1178.00,99.15
1177.00,99.14
1176.00,99.14
1175.00,99.13
1174.00,99.13
1173.00,99.13
1172.00,99.13
1171.00,99.13
1170.00,99.13
1169.00,99.13
1168.00,99.14
1167.00,99.14
1166.00,99.14
1165.00,99.15
1164.00,99.15
1163.00,99.14
1162.00,99.13
1161.00,99.12
1160.00,99.13
1159.00,99.12
1158.00,99.12
1157.00,99.11
1156.00,99.10
1155.00,99.09
1154.00,99.09
1153.00,99.09
1152.00,99.09
1151.00,99.10
1150.00,99.10
1149.00,99.10
1148.00,99.10
1147.00,99.11
1146.00,99.11
1145.00,99.11
1144.00,99.12
1143.00,99.12
1142.00,99.12
1141.00,99.11
1140.00,99.11
1139.00,99.11
1138.00,99.11
1137.00,99.12
1136.00,99.13
1135.00,99.13
1134.00,99.13
1133.00,99.13
1132.00,99.13
1131.00,99.12
1130.00,99.12
1129.00,99.12
1128.00,99.13
1127.00,99.14
1126.00,99.15
1125.00,99.15
1124.00,99.16
1123.00,99.17
1122.00,99.17
1121.00,99.17
1120.00,99.17
1119.00,99.17
1118.00,99.16
1117.00,99.16
1116.00,99.17
1115.00,99.17
1114.00,99.17
1113.00,99.17
1112.00,99.17
1111.00,99.17
1110.00,99.16
1109.00,99.16
1108.00,99.16
1107.00,99.16
1106.00,99.15
1105.00,99.14
1104.00,99.14
1103.00,99.13
1102.00,99.12
1101.00,99.11
1100.00,99.09
1099.00,99.08
1098.00,99.06
1097.00,99.05
1096.00,99.04
1095.00,99.03
1094.00,99.01
1093.00,99.00
1092.00,98.98
1091.00,98.95
1090.00,98.93
1089.00,98.92
1088.00,98.91
1087.00,98.90
1086.00,98.89
1085.00,98.87
1084.00,98.86
1083.00,98.85
1082.00,98.84
1081.00,98.84
1080.00,98.84
1079.00,98.85
1078.00,98.85
1077.00,98.87
1076.00,98.88
1075.00,98.88
1074.00,98.88
1073.00,98.88
1072.00,98.88
1071.00,98.88
1070.00,98.89
1069.00,98.91
1068.00,98.92
1067.00,98.92
1066.00,98.92
1065.00,98.92
1064.00,98.92
1063.00,98.92
1062.00,98.92
1061.00,98.93
1060.00,98.94
1059.00,98.96
1058.00,98.98
1057.00,98.99
1056.00,99.00
1055.00,99.00
1054.00,99.00
1053.00,99.00
1052.00,99.01
1051.00,99.02
1050.00,99.03
1049.00,99.04
1048.00,99.04
1047.00,99.05
1046.00,99.05
1045.00,99.06
1044.00,99.06
1043.00,99.07
1042.00,99.07
1041.00,99.08
1040.00,99.09
1039.00,99.09
1038.00,99.10
1037.00,99.10
1036.00,99.10
1035.00,99.09
1034.00,99.09
1033.00,99.09
1032.00,99.09
1031.00,99.09
1030.00,99.09
1029.00,99.09
1028.00,99.10
1027.00,99.10
1026.00,99.11
1025.00,99.11
1024.00,99.12
1023.00,99.13
1022.00,99.13
1021.00,99.13
1020.00,99.12
1019.00,99.12
1018.00,99.11
1017.00,99.11
1016.00,99.12
1015.00,99.12
1014.00,99.12
1013.00,99.12
1012.00,99.12
1011.00,99.13
1010.00,99.13
1009.00,99.13
1008.00,99.13
1007.00,99.14
1006.00,99.14
1005.00,99.14
1004.00,99.15
1003.00,99.15
1002.00,99.15
1001.00,99.16
1000.00,99.16
999.00,99.17
998.00,99.16
997.00,99.16
996.00,99.16
995.00,99.16
994.00,99.16
993.00,99.16
992.00,99.17
991.00,99.17
990.00,99.18
989.00,99.18
988.00,99.18
987.00,99.19
986.00,99.19
985.00,99.18
984.00,99.18
983.00,99.18
982.00,99.18
981.00,99.18
980.00,99.17
979.00,99.15
978.00,99.13
977.00,99.11
976.00,99.10
975.00,99.09
974.00,99.07
973.00,99.04
972.00,99.03
971.00,99.01
970.00,98.99
969.00,98.98
968.00,98.96
967.00,98.95
966.00,98.94
965.00,98.94
964.00,98.96
963.00,98.98
962.00,99.00
961.00,99.03
960.00,99.06
959.00,99.08
958.00,99.10
957.00,99.12
956.00,99.14
955.00,99.15
954.00,99.16
953.00,99.17
952.00,99.18
951.00,99.19
950.00,99.19
949.00,99.19
948.00,99.20
947.00,99.20
946.00,99.21
945.00,99.21
944.00,99.21
943.00,99.21
942.00,99.22
941.00,99.22
940.00,99.22
939.00,99.21
938.00,99.20
937.00,99.20
936.00,99.21
935.00,99.21
934.00,99.20
933.00,99.19
932.00,99.18
931.00,99.18
930.00,99.18
929.00,99.20
928.00,99.21
927.00,99.20
926.00,99.19
925.00,99.18
924.00,99.16
923.00,99.14
922.00,99.13
921.00,99.12
920.00,99.12
919.00,99.11
918.00,99.10
917.00,99.09
916.00,99.08
915.00,99.06
914.00,99.04
913.00,99.02
912.00,99.00
911.00,98.98
910.00,98.96
909.00,98.96
908.00,98.96
907.00,98.97
906.00,98.99
905.00,99.01
904.00,99.02
903.00,99.04
902.00,99.03
901.00,99.02
900.00,99.00
899.00,98.98
898.00,98.96
897.00,98.94
